Symbiodinium microadriaticum,cladea,2951,GCA_001939145.1
Breviolum minutum,cladeb,2499525,https://marinegenomics.oist.jp/symb/download/symbB.v1.0.genome.fa.gz
Cladocopium goreaui,cladec,2562237,http://symbs.reefgenomics.org/download/SymbC1.Genome.Scaffolds.fasta.gz
Durusdinium trenchii,claded,1381693,https://marinegenomics.oist.jp/symbd/download/102_symbd_genome_scaffold.fa.gz
Fugacium,cladef,2697096,http://symbs.reefgenomics.org/download/SymbF.Genome.Scaffolds.fasta.gz
